RuleID,RuleName,LostType,SeverityLevel,ApplicableFormationType,FormationProperties,GeologicalFeatures,MechanismShort,MechanismDetail,ConditionsText,ConditionsStructured,TimePattern,IdentificationFeatures,TypicalCurve,KeyParameters,MeasurementMethods,RiskLevel,TypicalLossRate,LossBehavior,Source
MR_080,多孔/溶洞型漏失-极重度,多孔-溶洞漏失,极重度,"[""大规模喀斯特碳酸"", ""溶洞群发育区""]","{""vuggy"": ""极发育"", ""connectivity"": ""极好""}","[""大型溶洞系统"", ""连通性强""]",多孔/溶洞型漏失-极,大型溶洞系统可能造成持续失返，难以恢复循环。 当溶洞系统连通性高时，可能出现全漏失。,当溶洞系统连通性高时，可能出现全漏失。,"{""logic"": ""see KeyParameters"", ""key"": [""返出量"", ""井底压力"", ""泵入排量""]}",缓慢持续,"[""返出量下降"", ""循环不稳定"", ""ECD升高""]",压力稳定-池体积缓慢,"[""返出量"", ""井底压力"", ""泵入排量""]","[""PWD/MWD压"", ""测井解释"", ""泥浆池体积平衡""]",极高,接近泵入排量,若不干预可能升级为严重漏失或全漏失，需及时采取控压与堵漏。,《井漏机理和对策》
MR_081,压力窗口狭窄/特殊工况漏失-中度,多类型漏失,中度,"[""高温高压地层"", ""压力敏感""]","{""environment"": ""HPHT"", ""TP"": ""强""}","[""HPHT效应""]",压力窗口狭窄/特殊工,在HPHT条件下流变与压力响应变化，易出现漏失敏感区段。 控压钻井（MPD）可用于降低风险并维持窗口内作业。,控压钻井（MPD）可用于降低风险并维持窗口内作业。,"{""logic"": ""see KeyParameters"", ""key"": [""温度T"", ""压力P"", ""流变参数""]}",缓慢持续,"[""返出量下降"", ""泥浆池体积减少"", ""井底压力波动""]",压力下降-流量上升,"[""温度T"", ""压力P"", ""流变参数""]","[""PWD/MWD压"", ""泥浆池体积平衡"", ""立管压力/泵压监""]",高,中,可通过降低ECD与滤失控制措施缓解；必要时配合堵漏。,《井漏机理和对策》
MR_082,天然裂缝性漏失-中度,裂缝性漏失,中度,"[""层理/弱面发育页"", ""裂缝网络区""]","{""fracture_density"": ""中高"", ""aperture"": ""中""}","[""弱面"", ""层理裂缝""]",天然裂缝性漏失-中度,弱面/层理裂缝受应力与压力波动影响易开启，表现为间歇性漏失。 降低ECD或改善滤失控制有助于抑制裂缝性漏失。,降低ECD或改善滤失控制有助于抑制裂缝性漏失。,"{""logic"": ""see KeyParameters"", ""key"": [""井底压力"", ""泵启停"", ""返出量""]}",逐步加剧,"[""ECD升高"", ""泥浆池体积减少"", ""起下钻后变化""]",泵压波动-返出量波动,"[""井底压力"", ""泵启停"", ""返出量""]","[""立管压力/泵压监"", ""PWD/MWD压"", ""测井解释""]",中,中,可能伴随井壁稳定性问题，需要综合处理。,《井漏机理和对策》
MR_083,高渗透性基质漏失-重度,渗透性漏失,重度,"[""薄互层储层"", ""中高渗透砂岩""]","{""permeability"": ""极高"", ""porosity"": ""高""}","[""层间渗透差异""]",高渗透性基质漏失-重,互层/非均质渗透差异使漏失呈间歇或分段增强。 采用更强滤失控制或降低压差可降低漏失。,采用更强滤失控制或降低压差可降低漏失。,"{""logic"": ""see KeyParameters"", ""key"": [""ECD"", ""密度ρ"", ""压差ΔP""]}",缓慢持续,"[""起下钻后变化"", ""循环不稳定"", ""泥浆池体积减少""]",压力稳定-池体积缓慢,"[""ECD"", ""密度ρ"", ""压差ΔP""]","[""立管压力/泵压监"", ""测井解释"", ""进出流量监测""]",中高,中~高,可能伴随井壁稳定性问题，需要综合处理。,《井漏机理和对策》
MR_084,诱导裂缝/井壁破裂漏失-重度,诱导裂缝漏失,重度,"[""完整致密地层"", ""低渗砂岩""]","{""intact"": ""是"", ""permeability"": ""低""}","[""完整地层""]",诱导裂缝/井壁破裂漏,当井底压力超过地层破裂压力，诱导新裂缝起裂并导致漏失。 ECD>破裂压力是诱导裂缝漏失的必要条件之一。,ECD>破裂压力是诱导裂缝漏失的必要条件之一。,"{""logic"": ""see KeyParameters"", ""key"": [""破裂压力"", ""ECD"", ""密度ρ""]}",突发性,"[""ECD升高"", ""泥浆池体积减少"", ""井底压力波动""]",泵压波动-返出量波动,"[""破裂压力"", ""ECD"", ""密度ρ""]","[""测井解释"", ""进出流量监测"", ""PWD/MWD压""]",高,中~高,可通过降低ECD与滤失控制措施缓解；必要时配合堵漏。,《井漏机理和对策》
MR_085,多孔/溶洞型漏失-极重度,多孔-溶洞漏失,极重度,"[""大规模喀斯特碳酸"", ""溶洞群发育区""]","{""vuggy"": ""极发育"", ""connectivity"": ""极好""}","[""大型溶洞系统"", ""连通性强""]",多孔/溶洞型漏失-极,大型溶洞系统可能造成持续失返，难以恢复循环。 当溶洞系统连通性高时，可能出现全漏失。,当溶洞系统连通性高时，可能出现全漏失。,"{""logic"": ""see KeyParameters"", ""key"": [""返出量"", ""井底压力"", ""泵入排量""]}",缓慢持续,"[""井底压力波动"", ""循环不稳定"", ""泵压下降""]",压力稳定-池体积缓慢,"[""返出量"", ""井底压力"", ""泵入排量""]","[""PWD/MWD压"", ""泥浆池体积平衡"", ""立管压力/泵压监""]",极高,接近泵入排量,可通过降低ECD与滤失控制措施缓解；必要时配合堵漏。,《井漏机理和对策》
MR_086,压力窗口狭窄/特殊工况漏失-中度,多类型漏失,中度,"[""压力窗口狭窄地层"", ""脆性层段""]","{""window"": ""窄"", ""brittle"": ""是""}","[""压力窗口""]",压力窗口狭窄/特殊工,孔隙压力与破裂压力间隔小，密度窗口不足导致漏失风险高。 当可操作密度窗口小于安全阈值时，需要更精细的压力管理。,当可操作密度窗口小于安全阈值时，需要更精细的压力管理。,"{""logic"": ""see KeyParameters"", ""key"": [""P_pore"", ""P_frac"", ""窗口宽度""]}",逐步加剧,"[""井底压力波动"", ""返出量下降"", ""泥浆池体积减少""]",压力稳定-池体积缓慢,"[""P_pore"", ""P_frac"", ""窗口宽度""]","[""测井解释"", ""PWD/MWD压"", ""进出流量监测""]",高,低~中,可能伴随井壁稳定性问题，需要综合处理。,《井漏机理和对策》
MR_087,压力窗口狭窄/特殊工况漏失-中度,多类型漏失,中度,"[""高温高压地层"", ""压力敏感""]","{""environment"": ""HPHT"", ""TP"": ""强""}","[""HPHT效应""]",压力窗口狭窄/特殊工,在HPHT条件下流变与压力响应变化，易出现漏失敏感区段。 控压钻井（MPD）可用于降低风险并维持窗口内作业。,控压钻井（MPD）可用于降低风险并维持窗口内作业。,"{""logic"": ""see KeyParameters"", ""key"": [""温度T"", ""压力P"", ""流变参数""]}",突发性,"[""泵压下降"", ""泥浆池体积减少"", ""井底压力波动""]",压力下降-流量上升,"[""温度T"", ""压力P"", ""流变参数""]","[""立管压力/泵压监"", ""测井解释"", ""PWD/MWD压""]",高,中,可能伴随井壁稳定性问题，需要综合处理。,《井漏机理和对策》
MR_088,压力窗口狭窄/特殊工况漏失-中度,多类型漏失,中度,"[""高温高压地层"", ""压力敏感""]","{""environment"": ""HPHT"", ""TP"": ""强""}","[""HPHT效应""]",压力窗口狭窄/特殊工,在HPHT条件下流变与压力响应变化，易出现漏失敏感区段。 控压钻井（MPD）可用于降低风险并维持窗口内作业。,控压钻井（MPD）可用于降低风险并维持窗口内作业。,"{""logic"": ""see KeyParameters"", ""key"": [""温度T"", ""压力P"", ""流变参数""]}",突发性,"[""泥浆池体积减少"", ""泵压下降"", ""ECD升高""]",压力下降-流量上升,"[""温度T"", ""压力P"", ""流变参数""]","[""泥浆池体积平衡"", ""PWD/MWD压"", ""立管压力/泵压监""]",高,中,可通过降低ECD与滤失控制措施缓解；必要时配合堵漏。,《井漏机理和对策》
MR_089,枯竭油气藏压差驱动漏失-中度,渗透性漏失,中度,"[""注采不平衡区"", ""压力异常低""]","{""pore_pressure"": ""低"", ""heterogeneity"": ""强""}","[""压力异常区""]",枯竭油气藏压差驱动漏,非均质压力场可能导致局部漏失与漏速波动。 监测流量与泥浆池体积可用于识别持续漏失。,监测流量与泥浆池体积可用于识别持续漏失。,"{""logic"": ""see KeyParameters"", ""key"": [""压力剖面"", ""流量"", ""池体积""]}",缓慢持续,"[""泥浆池体积减少"", ""返出量下降"", ""泵压下降""]",返出量下降-池体积下,"[""压力剖面"", ""流量"", ""池体积""]","[""立管压力/泵压监"", ""PWD/MWD压"", ""测井解释""]",中,低~中,可通过降低ECD与滤失控制措施缓解；必要时配合堵漏。,《井漏机理和对策》
MR_090,枯竭油气藏压差驱动漏失-轻度,渗透性漏失,轻度,"[""枯竭砂岩油藏"", ""采出程度高""]","{""pore_pressure"": ""低"", ""depletion"": ""高""}","[""枯竭""]",枯竭油气藏压差驱动漏,孔隙压力降低导致井底压差增大，钻井液沿渗透通道持续进入地层。 当静液柱压力显著高于孔隙压力时，渗透性漏失更易出现。,当静液柱压力显著高于孔隙压力时，渗透性漏失更易出现。,"{""logic"": ""see KeyParameters"", ""key"": [""孔隙压力"", ""密度ρ"", ""压差ΔP""]}",间歇性,"[""泵压下降"", ""泥浆池体积减少"", ""井底压力波动""]",泵压波动-返出量波动,"[""孔隙压力"", ""密度ρ"", ""压差ΔP""]","[""PWD/MWD压"", ""测井解释"", ""泥浆池体积平衡""]",中,低~中,可通过降低ECD与滤失控制措施缓解；必要时配合堵漏。,《井漏机理和对策》
MR_091,压力窗口狭窄/特殊工况漏失-中度,多类型漏失,中度,"[""深水井地层"", ""温压耦合显著""]","{""environment"": ""深水"", ""TP"": ""强""}","[""深水效应""]",压力窗口狭窄/特殊工,温压耦合与井筒水力效应改变ECD，造成漏失/井涌风险并存。 若ECD受环境变化显著偏移，需结合实时监测判断漏失风险。,若ECD受环境变化显著偏移，需结合实时监测判断漏失风险。,"{""logic"": ""see KeyParameters"", ""key"": [""ECD"", ""温度T"", ""排量Q""]}",突发性,"[""循环不稳定"", ""起下钻后变化"", ""返出量下降""]",压力下降-流量上升,"[""ECD"", ""温度T"", ""排量Q""]","[""PWD/MWD压"", ""进出流量监测"", ""泥浆池体积平衡""]",高,中,可能伴随井壁稳定性问题，需要综合处理。,《井漏机理和对策》
MR_092,枯竭油气藏压差驱动漏失-轻度,渗透性漏失,轻度,"[""枯竭砂岩油藏"", ""采出程度高""]","{""pore_pressure"": ""低"", ""depletion"": ""高""}","[""枯竭""]",枯竭油气藏压差驱动漏,孔隙压力降低导致井底压差增大，钻井液沿渗透通道持续进入地层。 当静液柱压力显著高于孔隙压力时，渗透性漏失更易出现。,当静液柱压力显著高于孔隙压力时，渗透性漏失更易出现。,"{""logic"": ""see KeyParameters"", ""key"": [""孔隙压力"", ""密度ρ"", ""压差ΔP""]}",缓慢持续,"[""循环不稳定"", ""泵压下降"", ""泥浆池体积减少""]",返出量下降-池体积下,"[""孔隙压力"", ""密度ρ"", ""压差ΔP""]","[""泥浆池体积平衡"", ""PWD/MWD压"", ""进出流量监测""]",中,低~中,若不干预可能升级为严重漏失或全漏失，需及时采取控压与堵漏。,《井漏机理和对策》
MR_093,枯竭油气藏压差驱动漏失-轻度,渗透性漏失,轻度,"[""枯竭砂岩油藏"", ""采出程度高""]","{""pore_pressure"": ""低"", ""depletion"": ""高""}","[""枯竭""]",枯竭油气藏压差驱动漏,孔隙压力降低导致井底压差增大，钻井液沿渗透通道持续进入地层。 当静液柱压力显著高于孔隙压力时，渗透性漏失更易出现。,当静液柱压力显著高于孔隙压力时，渗透性漏失更易出现。,"{""logic"": ""see KeyParameters"", ""key"": [""孔隙压力"", ""密度ρ"", ""压差ΔP""]}",突发性,"[""ECD升高"", ""循环不稳定"", ""泥浆池体积减少""]",泵压波动-返出量波动,"[""孔隙压力"", ""密度ρ"", ""压差ΔP""]","[""PWD/MWD压"", ""测井解释"", ""立管压力/泵压监""]",中,低~中,可通过降低ECD与滤失控制措施缓解；必要时配合堵漏。,《井漏机理和对策》
MR_094,高渗透性基质漏失-中度,渗透性漏失,中度,"[""砂砾岩"", ""冲积砂砾层""]","{""permeability"": ""高"", ""porosity"": ""中高""}","[""高渗通道""]",高渗透性基质漏失-中,在高渗通道发育区，压差驱动渗流增强导致漏速升高。 提高排量或提高密度使井底压力上升，漏失率增加。,提高排量或提高密度使井底压力上升，漏失率增加。,"{""logic"": ""see KeyParameters"", ""key"": [""滤失量"", ""黏度"", ""排量Q""]}",间歇性,"[""泵压下降"", ""起下钻后变化"", ""井底压力波动""]",返出量下降-池体积下,"[""滤失量"", ""黏度"", ""排量Q""]","[""测井解释"", ""泥浆池体积平衡"", ""进出流量监测""]",中,中,若不干预可能升级为严重漏失或全漏失，需及时采取控压与堵漏。,《井漏机理和对策》
MR_095,高渗透性基质漏失-中度,渗透性漏失,中度,"[""砂砾岩"", ""冲积砂砾层""]","{""permeability"": ""高"", ""porosity"": ""中高""}","[""高渗通道""]",高渗透性基质漏失-中,在高渗通道发育区，压差驱动渗流增强导致漏速升高。 提高排量或提高密度使井底压力上升，漏失率增加。,提高排量或提高密度使井底压力上升，漏失率增加。,"{""logic"": ""see KeyParameters"", ""key"": [""滤失量"", ""黏度"", ""排量Q""]}",逐步加剧,"[""泥浆池体积减少"", ""泵压下降"", ""起下钻后变化""]",压力下降-流量上升,"[""滤失量"", ""黏度"", ""排量Q""]","[""进出流量监测"", ""PWD/MWD压"", ""泥浆池体积平衡""]",中,中,可能伴随井壁稳定性问题，需要综合处理。,《井漏机理和对策》
MR_096,压力窗口狭窄/特殊工况漏失-中度,多类型漏失,中度,"[""高温高压地层"", ""压力敏感""]","{""environment"": ""HPHT"", ""TP"": ""强""}","[""HPHT效应""]",压力窗口狭窄/特殊工,在HPHT条件下流变与压力响应变化，易出现漏失敏感区段。 控压钻井（MPD）可用于降低风险并维持窗口内作业。,控压钻井（MPD）可用于降低风险并维持窗口内作业。,"{""logic"": ""see KeyParameters"", ""key"": [""温度T"", ""压力P"", ""流变参数""]}",间歇性,"[""井底压力波动"", ""泵压下降"", ""返出量下降""]",返出量下降-池体积下,"[""温度T"", ""压力P"", ""流变参数""]","[""进出流量监测"", ""PWD/MWD压"", ""立管压力/泵压监""]",高,中,若不干预可能升级为严重漏失或全漏失，需及时采取控压与堵漏。,《井漏机理和对策》
MR_097,诱导裂缝/井壁破裂漏失-中度,诱导裂缝漏失,中度,"[""脆性页岩"", ""应力各向异性显著""]","{""brittle"": ""是"", ""anisotropy"": ""强""}","[""脆性裂缝""]",诱导裂缝/井壁破裂漏,泵启停或抽汲/激动压力引起瞬态超压，触发近井破裂。 压力脉动（surge/swab）可能使短时压力超过破裂压力。,压力脉动（surge/swab）可能使短时压力超过破裂压力。,"{""logic"": ""see KeyParameters"", ""key"": [""surge/swab"", ""泵启停"", ""压力波动""]}",缓慢持续,"[""返出量下降"", ""起下钻后变化"", ""泥浆池体积减少""]",返出量下降-池体积下,"[""surge/swab"", ""泵启停"", ""压力波动""]","[""泥浆池体积平衡"", ""测井解释"", ""进出流量监测""]",中高,中,可通过降低ECD与滤失控制措施缓解；必要时配合堵漏。,《井漏机理和对策》
MR_098,天然裂缝性漏失-中度,裂缝性漏失,中度,"[""层理/弱面发育页"", ""裂缝网络区""]","{""fracture_density"": ""中高"", ""aperture"": ""中""}","[""弱面"", ""层理裂缝""]",天然裂缝性漏失-中度,弱面/层理裂缝受应力与压力波动影响易开启，表现为间歇性漏失。 降低ECD或改善滤失控制有助于抑制裂缝性漏失。,降低ECD或改善滤失控制有助于抑制裂缝性漏失。,"{""logic"": ""see KeyParameters"", ""key"": [""井底压力"", ""泵启停"", ""返出量""]}",逐步加剧,"[""泥浆池体积减少"", ""返出量下降"", ""ECD升高""]",压力下降-流量上升,"[""井底压力"", ""泵启停"", ""返出量""]","[""立管压力/泵压监"", ""测井解释"", ""泥浆池体积平衡""]",中,中,若不干预可能升级为严重漏失或全漏失，需及时采取控压与堵漏。,《井漏机理和对策》
